verb,MoreAuthority_Label,Ann1_raw,Ann2_raw,Ann3_raw,,,,
performs,equal,equal,equal,equal,,,,FALSE
permits,Agent,Agent,Agent,Agent,,,,FALSE
perplexes,Agent,equal,equal,Agent,,,,FALSE
persuades,Agent,Agent,equal,Agent,,,,FALSE
peruses,Theme,equal,equal,Theme,,,,FALSE
pets,equal,Agent,equal,Theme,,,,TRUE
phones,equal,equal,equal,equal,,,,FALSE
photographs,equal,equal,equal,equal,,,,FALSE
picks,Agent,equal,Agent,Agent,,,,FALSE
pictures,equal,equal,equal,equal,,,,FALSE
pierces,Agent,Agent,equal,Agent,,,,FALSE
piles,Agent,Agent,Agent,Agent,,,,FALSE
pinches,Agent,Agent,Agent,equal,,,,FALSE
pins,Agent,equal,Agent,equal,,,,FALSE
pitches,Agent,Agent,equal,Agent,,,,FALSE
pivots,equal,equal,equal,equal,,,,FALSE
places,Agent,Agent,Agent,Agent,,,,FALSE
plagues,Agent,Agent,Agent,Agent,,,,FALSE
plans,Agent,Agent,equal,equal,,,,FALSE
plants,Agent,Agent,Agent,Agent,,,,FALSE
plasters,Agent,Agent,Agent,Agent,,,,FALSE
plats,equal,equal,equal,equal,,,,FALSE
plays,Agent,equal,Agent,equal,,,,FALSE
pleads,Theme,Theme,equal,equal,,,,FALSE
pleases,Theme,equal,equal,Theme,,,,FALSE
pledges,Agent,equal,Agent,equal,,,,FALSE
plops,Agent,equal,Agent,equal,,,,FALSE
plows,Agent,Agent,Agent,equal,,,,FALSE
plucks,Agent,Agent,equal,Agent,,,,FALSE
plugs in,Agent,equal,Agent,Agent,,,,FALSE
plunges,Agent,Agent,equal,equal,,,,FALSE
pockets,Agent,equal,Agent,equal,,,,FALSE
points at,equal,equal,equal,equal,,,,FALSE
poisons,Agent,equal,Agent,Agent,,,,FALSE
pokes,Agent,equal,Agent,Agent,,,,FALSE
polishes,Theme,equal,Theme,equal,,,,FALSE
pops,Agent,equal,Agent,Agent,,,,FALSE
portrays,Theme,equal,equal,Theme,,,,FALSE
positions,Agent,Agent,Agent,Agent,,,,FALSE
possesses,Agent,Agent,Agent,Agent,,,,FALSE
postpones,Agent,Agent,Agent,equal,,,,FALSE
posts,Agent,Agent,Agent,equal,,,,FALSE
pounds,Agent,Agent,Agent,Agent,,,,FALSE
pours,Agent,Agent,Agent,Agent,,,,FALSE
powers,Agent,Agent,Agent,Agent,,,,FALSE
practices,Theme,equal,equal,Theme,,,,FALSE
praises,equal,equal,equal,equal,,,,FALSE
prays,Theme,Theme,equal,equal,,,,FALSE
prays to,Theme,Theme,Theme,Theme,,,,FALSE
preaches,equal,equal,Theme,equal,equal,Agent,equal,FALSE
precedes,Agent,Agent,Agent,Agent,,,,FALSE
predicts,Theme,equal,equal,Theme,,,,FALSE
prefers,Theme,Theme,equal,Theme,,,,FALSE
preoccupies,Agent,equal,equal,Agent,,,,FALSE
prepares,Agent,Agent,Agent,Agent,Agent,Agent,equal,FALSE
prescribes,Agent,equal,Agent,equal,,,,FALSE
presents,Agent,equal,equal,Agent,,,,FALSE
preserves,Agent,Agent,Agent,Theme,,,,FALSE
presses,Agent,Agent,Agent,Agent,,,,FALSE
presumes,Agent,Agent,equal,Agent,,,,FALSE
pretends,Agent,equal,Agent,equal,,,,FALSE
prevents,Agent,Agent,Agent,Agent,,,,FALSE
pricks,Agent,Agent,equal,equal,,,,FALSE
prints,Agent,Agent,Agent,Agent,,,,FALSE
probes,Agent,Agent,equal,Agent,,,,FALSE
processes,equal,equal,equal,equal,,,,FALSE
proclaims,Agent,Theme,Agent,Agent,,,,FALSE
prods,Agent,Agent,equal,Agent,,,,FALSE
produces,Agent,Agent,Agent,Agent,,,,FALSE
programs,Agent,Agent,Agent,equal,,,,FALSE
prohibits,Agent,Agent,Agent,Agent,,,,FALSE
projects,Agent,equal,equal,Agent,,,,FALSE
promises,equal,equal,equal,equal,,,,FALSE
promotes,Theme,Theme,Theme,equal,,,,FALSE
prompts,Agent,equal,equal,Agent,,,,FALSE
pronounces,Agent,equal,equal,Agent,,,,FALSE
propels,Agent,equal,Agent,Agent,,,,FALSE
proposes,Agent,Agent,equal,equal,equal,equal,equal,FALSE
props,Agent,Agent,equal,equal,,,,FALSE
prosecutes,Agent,Agent,Agent,Agent,,,,FALSE
protects,Agent,Agent,equal,equal,,,,FALSE
protests,equal,equal,equal,equal,,,,FALSE
proves,Agent,Agent,Agent,equal,,,,FALSE
provides,Agent,Agent,Agent,equal,,,,FALSE
provokes,equal,equal,equal,equal,,,,FALSE
publishes,Agent,Agent,Agent,Agent,,,,FALSE
pulls,Agent,equal,equal,Agent,,,,FALSE
pummels,Agent,Agent,equal,Agent,,,,FALSE
pumps,Agent,Agent,Agent,Agent,,,,FALSE
punches,Agent,Agent,equal,Agent,,,,FALSE
punctuates,Agent,Agent,Agent,Agent,,,,FALSE
punctures,Agent,Agent,equal,Agent,,,,FALSE
punishes,Agent,Agent,Agent,Agent,,,,FALSE
purchases,Agent,equal,Agent,Agent,,,,FALSE
pursues,Theme,Theme,equal,equal,,,,FALSE
pushes,Agent,Agent,Agent,equal,,,,FALSE
puts,Agent,equal,Agent,equal,,,,FALSE
puzzles,Agent,equal,equal,Agent,,,,FALSE
questions,Agent,equal,equal,Agent,,,,FALSE
quickens,Agent,Agent,Agent,equal,,,,FALSE
quiets,Agent,Agent,Agent,Agent,,,,FALSE
quits,Agent,Agent,Agent,Agent,,,,FALSE
quotes,Theme,equal,equal,Theme,,,,FALSE
races,equal,equal,equal,equal,,,,FALSE
racks up,equal,Theme,equal,Agent,,,,TRUE
radiates,Theme,equal,equal,Theme,,,,FALSE
rags,Agent,equal,Agent,equal,,,,FALSE
raids,Agent,Agent,Agent,Agent,,,,FALSE
rails against,Agent,Agent,equal,equal,,,,FALSE
rains,Agent,equal,Agent,equal,,,,FALSE
raises,Agent,Agent,Agent,Agent,,,,FALSE
rakes,Agent,Agent,Agent,Agent,,,,FALSE
rams,Agent,Agent,equal,Agent,,,,FALSE
ranks,Agent,Agent,Agent,Agent,,,,FALSE
ratifies,Agent,Agent,Agent,Agent,,,,FALSE
rats on,Agent,equal,Agent,Agent,,,,FALSE
rattles,Agent,equal,Agent,equal,,,,FALSE
ravages,Agent,Agent,Agent,equal,,,,FALSE
reaches,Theme,Theme,equal,equal,,,,FALSE
reacts to,Theme,equal,Theme,equal,,,,FALSE
readies,Agent,equal,Agent,equal,,,,FALSE
reads,Agent,equal,Agent,equal,,,,FALSE
reaffirms,Agent,Agent,Agent,Agent,,,,FALSE
realises,equal,equal,equal,equal,,,,FALSE
realizes,equal,equal,equal,equal,,,,FALSE
rearranges,Agent,Agent,Agent,Agent,,,,FALSE
reassures,Agent,Agent,equal,equal,,,,FALSE
rebuilds,Agent,Agent,Agent,equal,,,,FALSE
recalls,Theme,equal,Theme,equal,,,,FALSE
receives,Theme,equal,equal,Theme,,,,FALSE
recites,equal,equal,equal,equal,,,,FALSE
reckons,Agent,equal,equal,Agent,,,,FALSE
recognises,Theme,equal,equal,Theme,,,,FALSE
recognizes,Theme,Theme,Theme,equal,,,,FALSE
recommends,Agent,Agent,equal,Agent,,,,FALSE
reconciles,equal,Theme,Agent,equal,,,,TRUE
reconsiders,Agent,equal,equal,Agent,,,,FALSE
records,Agent,Agent,equal,Agent,,,,FALSE
recounts,Agent,equal,equal,Agent,,,,FALSE
recovers,equal,equal,Theme,Agent,,,,TRUE
recruits,Agent,Agent,Agent,Agent,,,,FALSE
reduces,Agent,equal,Agent,Agent,,,,FALSE
refers,equal,equal,equal,equal,,,,FALSE
refills,Agent,Agent,equal,equal,,,,FALSE
reflects,Theme,Theme,equal,Theme,,,,FALSE
refuses,Agent,Agent,Agent,Agent,,,,FALSE
regains,Agent,Theme,Agent,Agent,,,,FALSE
regards,Theme,Theme,equal,equal,,,,FALSE
registers,Agent,equal,equal,Agent,,,,FALSE
regrets,Theme,equal,Theme,equal,,,,FALSE
regulates,Agent,Agent,Agent,Agent,,,,FALSE
rehearses,equal,equal,equal,equal,,,,FALSE
reinforces,Agent,equal,equal,Agent,,,,FALSE
reins,equal,Agent,Theme,equal,,,,TRUE
reiterates,Theme,equal,Theme,equal,,,,FALSE
rejects,Agent,Agent,Agent,equal,,,,FALSE
rejoins,equal,equal,equal,equal,,,,FALSE
relates to,equal,equal,equal,equal,,,,FALSE
releases,Agent,Agent,Agent,Agent,,,,FALSE
relieves,Theme,Theme,equal,Theme,,,,FALSE
relishes,Theme,equal,Theme,Theme,,,,FALSE
reloads,Agent,Agent,Agent,equal,,,,FALSE
remembers,equal,equal,equal,equal,,,,FALSE
reminds,Agent,equal,equal,Agent,,,,FALSE
removes,Agent,Agent,Agent,equal,,,,FALSE
renders,Agent,equal,Agent,Agent,,,,FALSE
rends,Agent,Agent,Agent,Agent,,,,FALSE
renews,Agent,Agent,Agent,equal,,,,FALSE
renounces,Agent,Agent,Agent,Agent,,,,FALSE
rents,equal,Agent,equal,Theme,,,,TRUE
reopens,Agent,Agent,Agent,equal,,,,FALSE
repairs,Agent,Agent,equal,equal,,,,FALSE
repays,Theme,equal,Theme,equal,,,,FALSE
repeats,Theme,Theme,equal,equal,,,,FALSE
replaces,Agent,Agent,Agent,equal,,,,FALSE
replies,equal,equal,equal,equal,,,,FALSE
reports,Agent,equal,Agent,equal,,,,FALSE
represents,Theme,Theme,Theme,Agent,,,,FALSE
repulses,Theme,Theme,Theme,Agent,,,,FALSE
requests,equal,Theme,equal,Agent,,,,TRUE
requires,Theme,Theme,Theme,Theme,,,,FALSE
rescues,Agent,Agent,equal,Agent,,,,FALSE
resembles,equal,equal,equal,equal,,,,FALSE
resents,Theme,Theme,equal,Theme,,,,FALSE
reserves,Agent,equal,Agent,equal,,,,FALSE
resists,equal,Theme,Agent,equal,,,,TRUE
resolves,equal,equal,equal,equal,,,,FALSE
respects,Theme,Theme,equal,equal,,,,FALSE
responds,Theme,equal,equal,equal,Theme,equal,equal,FALSE
restores,Agent,equal,Agent,equal,,,,FALSE
restrains,Agent,Agent,Agent,Agent,,,,FALSE
restricts,Agent,Agent,Agent,Agent,,,,FALSE
results in,Agent,equal,Agent,Agent,,,,FALSE
resumes,Agent,Agent,Agent,equal,,,,FALSE
retains,Agent,Agent,Agent,Agent,,,,FALSE
retires,Agent,equal,Agent,Agent,,,,FALSE
retracts,Agent,Agent,Agent,equal,,,,FALSE
retrieves,Agent,equal,Agent,equal,,,,FALSE
returns,Agent,equal,equal,Agent,,,,FALSE
reveals,Agent,equal,Agent,equal,,,,FALSE
reverses,Agent,equal,equal,Agent,,,,FALSE
reviews,equal,equal,Agent,Theme,,,,TRUE
revises,Agent,Agent,Agent,Agent,,,,FALSE
revives,Agent,Agent,Agent,Agent,,,,FALSE
revolves around,Theme,Theme,Theme,Theme,,,,FALSE
revs,Agent,Agent,Agent,equal,,,,FALSE
rewards,Agent,Agent,Agent,Agent,,,,FALSE
riddles,Agent,equal,Agent,Agent,,,,FALSE
rides,Agent,Agent,Agent,Agent,,,,FALSE
rids,Agent,Agent,Agent,equal,,,,FALSE
rifles through,Agent,Agent,equal,Agent,,,,FALSE
rights,Agent,equal,Agent,Agent,,,,FALSE
rigs,Agent,equal,Agent,equal,,,,FALSE
rings,Agent,equal,Agent,equal,,,,FALSE
rinses,Agent,Theme,Agent,Agent,,,,FALSE
rips,Agent,Agent,Agent,Agent,,,,FALSE
risks,Agent,Agent,equal,Agent,,,,FALSE
rivets,Agent,Agent,equal,equal,,,,FALSE
rivets on,Agent,equal,Agent,Agent,,,,FALSE
roams,equal,Agent,Theme,equal,,,,TRUE
roasts,Agent,Agent,Agent,Agent,,,,FALSE
robs,Agent,Agent,Agent,Agent,,,,FALSE
rolls,Agent,Agent,Agent,Agent,,,,FALSE
roots,equal,equal,equal,equal,,,,FALSE
rotates,Agent,equal,equal,Agent,,,,FALSE
rounds,equal,equal,equal,equal,,,,FALSE
rouses,Agent,equal,equal,Agent,,,,FALSE
rows,Agent,equal,Agent,Agent,,,,FALSE
rubs,equal,equal,equal,equal,,,,FALSE
ruffles,Agent,Agent,equal,Agent,,,,FALSE
ruins,Agent,Agent,Agent,Agent,,,,FALSE
rules,Agent,Agent,Agent,Agent,,,,FALSE
rushes,Agent,equal,equal,Agent,,,,FALSE
rustles,Agent,Agent,Agent,equal,,,,FALSE
sacks,Agent,equal,Agent,equal,,,,FALSE
sacrifices,Agent,Agent,Agent,Agent,,,,FALSE
saddles,Agent,Agent,equal,equal,,,,FALSE
sails,Agent,Agent,equal,Agent,,,,FALSE
salutes,Theme,Theme,Theme,Theme,,,,FALSE
salvages,Agent,Agent,Agent,Agent,,,,FALSE
satisfies,Theme,equal,equal,Theme,,,,FALSE
saves,Agent,equal,Agent,Agent,,,,FALSE
savors,equal,Agent,Theme,equal,,,,TRUE
saws,Agent,Agent,Agent,equal,,,,FALSE
says,equal,equal,equal,equal,,,,FALSE
scales,Agent,equal,Agent,equal,,,,FALSE
scans,Agent,equal,Agent,equal,,,,FALSE
scares,Agent,Agent,equal,equal,,,,FALSE
scars,Agent,equal,Agent,Agent,,,,FALSE
scatters,Agent,equal,Agent,Agent,,,,FALSE
schedules,Agent,Agent,equal,Agent,,,,FALSE
scoops,Agent,Agent,Agent,equal,,,,FALSE
scorches,Agent,Agent,Agent,Agent,,,,FALSE
scores,equal,equal,equal,equal,,,,FALSE
scours,Agent,Agent,Agent,Agent,,,,FALSE
scrambles,Agent,Agent,Agent,Agent,,,,FALSE
scrapes,Agent,Agent,equal,equal,,,,FALSE
scraps,Agent,Agent,equal,Agent,,,,FALSE
scratches,Agent,Agent,Agent,Agent,,,,FALSE
scrawls,equal,equal,equal,equal,,,,FALSE
screens,Agent,equal,Agent,Agent,,,,FALSE
scribbles,equal,equal,equal,equal,,,,FALSE
scrubs,Agent,Agent,equal,Agent,,,,FALSE
scrutinizes,Agent,equal,Agent,Agent,,,,FALSE
seals,Agent,Agent,Agent,Agent,,,,FALSE
searches,Agent,equal,Agent,equal,,,,FALSE
sears,Agent,Agent,Agent,equal,,,,FALSE
seats,Theme,Theme,equal,Theme,,,,FALSE
secures,Agent,Agent,Agent,Agent,,,,FALSE
seduces,Agent,Agent,Agent,Agent,,,,FALSE
seeks,Theme,Theme,equal,equal,,,,FALSE
sees,equal,equal,equal,equal,,,,FALSE
seizes,Agent,Agent,Agent,Agent,,,,FALSE
selects,Agent,equal,Agent,Agent,,,,FALSE
sells,Agent,Agent,Agent,Agent,,,,FALSE
sends,Agent,Agent,Agent,equal,,,,FALSE
senses,Theme,equal,equal,Theme,,,,FALSE
sentences,Agent,Agent,Agent,Agent,,,,FALSE
separates,Agent,Agent,equal,Agent,,,,FALSE
serves,Theme,Theme,Theme,Theme,,,,FALSE
sets,Agent,Agent,equal,Agent,,,,FALSE
settles,Agent,Agent,equal,equal,,,,FALSE
severs,Agent,Agent,equal,Agent,,,,FALSE
sews,equal,equal,equal,equal,,,,FALSE
shades,equal,equal,equal,equal,,,,FALSE
shadows,Theme,Theme,Theme,Agent,,,,FALSE
shakes,Agent,Agent,Agent,equal,,,,FALSE
shapes,Agent,equal,equal,Agent,,,,FALSE
shares,Agent,equal,Agent,Agent,,,,FALSE
sharpens,Agent,Agent,equal,Agent,,,,FALSE
shatters,Agent,Agent,Agent,Agent,,,,FALSE
shaves,Agent,equal,Agent,equal,,,,FALSE
sheds,Agent,Agent,equal,Agent,,,,FALSE
shells,Agent,Agent,equal,equal,,,,FALSE
shelters,Agent,Agent,Agent,Agent,,,,FALSE
shields,Agent,equal,equal,Agent,,,,FALSE
shifts,Agent,Agent,equal,Agent,,,,FALSE
ships,Agent,equal,Agent,equal,,,,FALSE
shocks,Agent,Agent,Agent,Agent,,,,FALSE
shooes,Agent,equal,equal,Agent,,,,FALSE
shoots,Agent,Agent,Agent,Agent,,,,FALSE
shoulders,Agent,equal,equal,Agent,,,,FALSE
shouts,Agent,Agent,equal,Agent,,,,FALSE
shovels,Agent,Agent,equal,Agent,,,,FALSE
shoves,Agent,Agent,equal,Agent,,,,FALSE
showers,Theme,Theme,equal,Theme,,,,FALSE
shows,Agent,equal,Agent,equal,,,,FALSE
shreds,Agent,Agent,Agent,equal,,,,FALSE
shrieks,Agent,equal,Agent,equal,,,,FALSE
shrinks,Agent,Agent,Agent,Agent,,,,FALSE
shrouds,Agent,Agent,Agent,Agent,,,,FALSE
shuffles,Agent,equal,Agent,Agent,,,,FALSE
shushes,Agent,Agent,Agent,Agent,,,,FALSE
shuts,Agent,Agent,Agent,equal,,,,FALSE
sickens,Agent,Theme,Agent,Agent,,,,FALSE
sidesteps,Agent,Agent,equal,equal,,,,FALSE
sidles up to,Theme,Theme,Theme,Theme,,,,FALSE
sifts,Agent,Agent,equal,Agent,,,,FALSE
sights,equal,equal,equal,equal,,,,FALSE
signals,equal,equal,equal,equal,,,,FALSE
signs,equal,equal,equal,equal,,,,FALSE
silences,Agent,Agent,Agent,Agent,,,,FALSE
silhouettes,Theme,equal,equal,Theme,,,,FALSE
simmers,Agent,Agent,equal,Agent,,,,FALSE
singles out,Agent,Agent,Agent,Agent,,,,FALSE
sings,Agent,equal,equal,Theme,Agent,equal,Agent,FALSE
sinks,Agent,Agent,Agent,Agent,,,,FALSE
sips,Agent,Agent,Agent,Agent,,,,FALSE
situates,Agent,equal,equal,Agent,,,,FALSE
sizes,Agent,Agent,equal,equal,,,,FALSE
skates,Agent,equal,Agent,equal,,,,FALSE
sketches,equal,equal,equal,equal,,,,FALSE
skims,Agent,Agent,Agent,equal,,,,FALSE
skins,Agent,Agent,Agent,Agent,,,,FALSE
skips,Agent,equal,Agent,Agent,,,,FALSE
slams,Agent,Agent,Agent,equal,,,,FALSE
slaps,Agent,Agent,Agent,Agent,,,,FALSE
slashes,Agent,Agent,Agent,Agent,,,,FALSE
slaughters,Agent,Agent,Agent,Agent,,,,FALSE
slays,Agent,Agent,Agent,Agent,,,,FALSE
slices,Agent,Agent,equal,Agent,,,,FALSE
slicks,Agent,equal,Agent,Agent,,,,FALSE
slides,Agent,Agent,Agent,Agent,,,,FALSE
slings,Agent,equal,Agent,equal,,,,FALSE
slips,Agent,equal,equal,Agent,,,,FALSE
slits,Agent,Agent,Agent,Agent,,,,FALSE
slops,Agent,equal,equal,Agent,,,,FALSE
slows,Agent,Agent,Agent,Agent,,,,FALSE
slugs,Agent,Agent,Agent,Agent,,,,FALSE
slurps,Agent,Agent,Agent,equal,,,,FALSE
smacks,Agent,Agent,equal,equal,,,,FALSE
smashes,Agent,Agent,Agent,equal,,,,FALSE
smears,Agent,Agent,equal,Agent,,,,FALSE
smells,Theme,Theme,equal,equal,,,,FALSE
smokes,Agent,equal,Agent,Agent,,,,FALSE
smooths,equal,Agent,equal,Theme,,,,TRUE
smothers,Agent,Agent,Agent,equal,,,,FALSE
snags,Agent,Agent,Agent,equal,,,,FALSE
snarls at,equal,equal,equal,equal,,,,FALSE
snatches,Agent,Agent,Agent,equal,,,,FALSE
sneaks,Agent,Agent,equal,Agent,,,,FALSE
snips,Agent,Agent,Agent,Agent,,,,FALSE
snuggles,equal,equal,equal,equal,,,,FALSE
soaks,Agent,equal,equal,Agent,,,,FALSE
sobers,Agent,Agent,equal,Agent,,,,FALSE
softens,equal,equal,Theme,Agent,,,,TRUE
soils,Agent,Agent,Agent,equal,,,,FALSE
solicits,Agent,Agent,equal,equal,,,,FALSE
solves,Agent,Agent,Agent,Agent,,,,FALSE
soothes,equal,equal,equal,equal,,,,FALSE
sorts,equal,equal,equal,equal,,,,FALSE
sounds,equal,equal,equal,equal,,,,FALSE
spaces,Agent,equal,Agent,equal,,,,FALSE
spans,Agent,Agent,equal,Agent,,,,FALSE
spares,Agent,Agent,equal,Agent,,,,FALSE
sparks,Agent,equal,Agent,Agent,,,,FALSE
spars,equal,equal,equal,equal,,,,FALSE
speaks to,equal,equal,equal,equal,,,,FALSE
specifies,equal,equal,equal,equal,,,,FALSE
speeds up,equal,Agent,Theme,equal,,,,TRUE
spells,equal,equal,equal,equal,,,,FALSE
spends,Agent,Agent,equal,equal,,,,FALSE
spews,Agent,equal,Agent,Agent,,,,FALSE
spies,equal,equal,equal,equal,,,,FALSE
spikes,Agent,Agent,Agent,equal,,,,FALSE
spills,Agent,Agent,Agent,equal,,,,FALSE
spins,Agent,Agent,equal,Agent,,,,FALSE
spits at,Agent,equal,equal,Agent,,,,FALSE
splatters,Agent,Agent,equal,Agent,,,,FALSE
splinters,Agent,Agent,equal,Agent,,,,FALSE
splits,Agent,Agent,Agent,equal,,,,FALSE
spoils,equal,equal,equal,equal,,,,FALSE
sponsors,Agent,Agent,Agent,Agent,,,,FALSE
spooks,Agent,Agent,equal,Agent,,,,FALSE
sports,equal,Theme,Agent,equal,,,,TRUE
spots,Agent,equal,equal,Agent,,,,FALSE
sprays,Agent,equal,equal,Agent,,,,FALSE
spreads,Agent,Agent,equal,Agent,,,,FALSE
sprinkles,Agent,equal,equal,Agent,,,,FALSE
spurs,Agent,equal,Agent,Agent,,,,FALSE
squares,Agent,equal,Agent,Agent,,,,FALSE
squashes,Agent,Agent,Agent,Agent,,,,FALSE
squeezes,Agent,equal,Agent,Agent,,,,FALSE
squirts,equal,equal,equal,equal,,,,FALSE
stabilizes,Agent,equal,Agent,Agent,,,,FALSE
stabs,Agent,Agent,Agent,Agent,,,,FALSE
stacks,Agent,Agent,Agent,Agent,,,,FALSE
stains,Agent,Agent,Agent,equal,,,,FALSE
stakes,Agent,equal,Agent,equal,,,,FALSE
stalks,Theme,equal,Theme,equal,,,,FALSE
stalls,Agent,Agent,equal,Agent,,,,FALSE
stamps,Agent,Agent,equal,Agent,,,,FALSE
stars,equal,equal,Agent,Theme,,,,TRUE
startles,equal,equal,equal,equal,,,,FALSE
starts,Agent,Agent,equal,Agent,,,,FALSE
starves,Agent,Agent,Agent,Agent,,,,FALSE
stashes,Agent,Agent,Agent,equal,,,,FALSE
states,equal,equal,equal,equal,,,,FALSE
stations,Agent,Agent,Agent,equal,,,,FALSE
steadies,Agent,Agent,Agent,equal,,,,FALSE
steals,Agent,Agent,Agent,Agent,,,,FALSE
steams,Agent,Agent,Agent,equal,,,,FALSE
steels,Agent,equal,Agent,Agent,,,,FALSE
steers,Agent,Agent,Agent,Agent,,,,FALSE
stencils,Agent,Agent,Agent,equal,,,,FALSE
stiffens,equal,equal,equal,equal,,,,FALSE
stifles,Agent,Agent,equal,Agent,,,,FALSE
stimulates,equal,equal,equal,equal,,,,FALSE
stings,Agent,Agent,Agent,Theme,,,,FALSE
stirs,Agent,equal,Agent,Agent,,,,FALSE
stitches,equal,Theme,Agent,equal,,,,TRUE
stocks,equal,equal,equal,equal,,,,FALSE
stones,Agent,Agent,equal,Agent,,,,FALSE
stops,Agent,Agent,Agent,Agent,,,,FALSE
stores,Agent,equal,equal,Agent,,,,FALSE
storms,Agent,equal,equal,Agent,,,,FALSE
stows,Agent,Agent,Agent,equal,,,,FALSE
straddles,Agent,Agent,Agent,Agent,,,,FALSE
straightens,Agent,equal,Agent,Agent,,,,FALSE
strains,Agent,Agent,Agent,Agent,,,,FALSE
strands,Agent,equal,equal,Agent,,,,FALSE
strangles,Agent,Agent,Agent,equal,,,,FALSE
strangles on,Agent,Agent,Agent,Agent,,,,FALSE
straps,Agent,equal,Agent,equal,,,,FALSE
strengthens,Agent,Agent,Agent,Theme,,,,FALSE
stresses,Agent,equal,equal,Agent,,,,FALSE
strikes,Agent,Agent,equal,Agent,,,,FALSE
strings,Agent,equal,equal,Agent,,,,FALSE
strips,Agent,Agent,equal,equal,,,,FALSE
strokes,equal,equal,equal,equal,,,,FALSE
struggles,Theme,equal,equal,Theme,,,,FALSE
stubs,Agent,Agent,Agent,equal,,,,FALSE
studies,equal,Agent,Theme,equal,,,,TRUE
stuffs,Agent,Agent,Agent,Agent,,,,FALSE
stuns,Agent,Agent,equal,equal,,,,FALSE
subdues,Agent,Agent,Agent,Agent,,,,FALSE
submerges,Agent,equal,Agent,Agent,,,,FALSE
submits,equal,equal,Theme,equal,Agent,equal,equal,FALSE
subtitles,Theme,equal,Theme,equal,,,,FALSE
succeeds,Agent,equal,Agent,Agent,,,,FALSE
sues,Agent,equal,equal,Agent,,,,FALSE
suffers,Theme,equal,Theme,equal,,,,FALSE
suffocates,Agent,Agent,Agent,Agent,Agent,equal,Agent,FALSE
suggests,Agent,equal,Agent,equal,,,,FALSE
summons,Agent,Agent,Agent,Agent,,,,FALSE
superimposes,Agent,equal,Agent,Agent,,,,FALSE
supervises,Agent,Agent,Agent,Agent,,,,FALSE
supplies,Agent,Agent,Agent,equal,,,,FALSE
supports,equal,equal,equal,equal,,,,FALSE
supposes,equal,equal,equal,equal,,,,FALSE
suppresses,Agent,Agent,Agent,Agent,,,,FALSE
surprises,equal,equal,equal,equal,,,,FALSE
surrenders,Agent,Theme,Agent,Agent,,,,FALSE
surrounds,Agent,Agent,Agent,equal,,,,FALSE
surveys,equal,equal,equal,equal,,,,FALSE
survives,equal,Theme,equal,Agent,,,,TRUE
survives on,Theme,Theme,Theme,Theme,,,,FALSE
suspects,equal,equal,equal,equal,,,,FALSE
suspends,Agent,Agent,Agent,Agent,,,,FALSE
sustains,Agent,Agent,Agent,Agent,,,,FALSE
swallows,Agent,equal,Agent,Agent,,,,FALSE
swaps,Agent,Agent,Agent,equal,,,,FALSE
swats,Agent,Agent,Agent,Agent,,,,FALSE
sways,Agent,Agent,Agent,equal,,,,FALSE
swears,Agent,Agent,equal,equal,,,,FALSE
sweeps,Agent,equal,Agent,Agent,,,,FALSE
swigs,equal,equal,Theme,Agent,,,,TRUE
swings,Agent,Agent,Agent,Agent,,,,FALSE
swipes,Agent,equal,Agent,Agent,,,,FALSE
swirls,Agent,Agent,equal,equal,,,,FALSE
switches,Agent,Agent,Agent,equal,,,,FALSE
swivels,Agent,equal,Agent,Agent,,,,FALSE
tackles,Agent,Agent,Agent,Agent,,,,FALSE
tacks,Agent,Agent,equal,Agent,,,,FALSE
tags,Agent,equal,equal,Agent,,,,FALSE
tailors,equal,equal,Agent,Theme,,,,TRUE
tails,Theme,Theme,equal,Theme,,,,FALSE
takes,equal,equal,Theme,Agent,,,,TRUE
talks to,equal,equal,equal,equal,,,,FALSE
tangles,Agent,Agent,Agent,Agent,,,,FALSE
taps,equal,equal,equal,equal,,,,FALSE
targets,Agent,equal,Agent,Agent,,,,FALSE
tastes,Agent,equal,Agent,equal,,,,FALSE
tattooes,Agent,Agent,Agent,Agent,,,,FALSE
taunts,Agent,equal,Agent,equal,,,,FALSE
teaches,Agent,Agent,Agent,Agent,,,,FALSE
tears,Agent,equal,Agent,Agent,,,,FALSE
teases,Agent,Agent,equal,Agent,,,,FALSE
telephones,equal,equal,Theme,Agent,,,,TRUE
tells,equal,equal,equal,equal,,,,FALSE
tempts,Agent,Agent,equal,Agent,,,,FALSE
tends,Agent,Theme,Agent,Agent,,,,FALSE
tenses,equal,equal,equal,equal,,,,FALSE
terminates,Agent,Agent,Agent,Agent,,,,FALSE
terms,Agent,equal,Agent,Agent,,,,FALSE
terrifies,Agent,Agent,equal,equal,,,,FALSE
testifies,equal,equal,equal,equal,,,,FALSE
tests,Agent,Agent,equal,Agent,,,,FALSE
tethers,Agent,Agent,Agent,Agent,,,,FALSE
thanks,Theme,Theme,equal,equal,,,,FALSE
thaws,Agent,Agent,Agent,equal,,,,FALSE
thinks,equal,equal,equal,equal,,,,FALSE
thins,Agent,Agent,Agent,Agent,,,,FALSE
thrashes,Agent,Agent,equal,equal,,,,FALSE
threatens,Agent,Agent,equal,Agent,,,,FALSE
thrills,Agent,equal,Agent,Agent,,,,FALSE
throttles,Agent,Agent,Agent,Theme,,,,FALSE
throws,Agent,Agent,Agent,Agent,,,,FALSE
